round_number,home_team_name,away_team_name,home_team_goals,away_team_goals
1,Liverpool,NORWICH,4,1
1,West Ham,Man City,0,5
1,BURNLEY,Southampton,3,0
1,Crystal Palace,Everton,0,0
1,WATFORD,Brighton Hove,0,3
1,Bournemouth,SHEFFIELD UTD,1,1
1,Tottenham,Aston Villa,3,1
1,Leicester City,Wolverhampton,0,0
1,Newcastle,Arsenal,0,1
1,Man United,Chelsea,4,0
2,Arsenal,BURNLEY,2,1
2,Aston Villa,Bournemouth,1,2
2,Southampton,Liverpool,1,2
2,Brighton Hove,West Ham,1,1
2,Everton,WATFORD,1,0
2,NORWICH,Newcastle,3,1
2,Man City,Tottenham,2,2
2,SHEFFIELD UTD,Crystal Palace,1,0
2,Chelsea,Leicester City,1,1
2,Wolverhampton,Man United,1,1
3,Aston Villa,Everton,2,0
3,NORWICH,Chelsea,2,3
3,Man United,Crystal Palace,1,2
3,SHEFFIELD UTD,Leicester City,1,2
3,Brighton Hove,Southampton,0,2
3,WATFORD,West Ham,1,3
3,Liverpool,Arsenal,3,1
3,Bournemouth,Man City,1,3
3,Wolverhampton,BURNLEY,1,1
3,Tottenham,Newcastle,0,1
4,Southampton,Man United,1,1
4,Chelsea,SHEFFIELD UTD,2,2
4,Leicester City,Bournemouth,3,1
4,Man City,Brighton Hove,4,0
4,West Ham,NORWICH,2,0
4,Newcastle,WATFORD,1,1
4,Crystal Palace,Aston Villa,1,0
4,BURNLEY,Liverpool,0,3
4,Everton,Wolverhampton,3,2
4,Arsenal,Tottenham,2,2
5,Liverpool,Newcastle,3,1
5,Tottenham,Crystal Palace,4,0
5,Man United,Leicester City,1,0
5,SHEFFIELD UTD,Southampton,0,1
5,Brighton Hove,BURNLEY,1,1
5,Wolverhampton,Chelsea,2,5
5,NORWICH,Man City,3,2
5,Bournemouth,Everton,3,1
5,WATFORD,Arsenal,2,2
5,Aston Villa,West Ham,0,0
6,Southampton,Bournemouth,1,3
6,Leicester City,Tottenham,2,1
6,BURNLEY,NORWICH,2,0
6,Man City,WATFORD,8,0
6,Everton,SHEFFIELD UTD,0,2
6,Newcastle,Brighton Hove,0,0
6,West Ham,Man United,2,0
6,Crystal Palace,Wolverhampton,1,1
6,Arsenal,Aston Villa,3,2
6,Chelsea,Liverpool,1,2
7,SHEFFIELD UTD,Liverpool,0,1
7,Crystal Palace,NORWICH,2,0
7,Bournemouth,West Ham,2,2
7,Wolverhampton,WATFORD,2,0
7,Aston Villa,BURNLEY,2,2
7,Chelsea,Brighton Hove,2,0
7,Tottenham,Southampton,2,1
7,Everton,Man City,1,3
7,Leicester City,Newcastle,5,0
7,Man United,Arsenal,1,1
8,Brighton Hove,Tottenham,3,0
8,Liverpool,Leicester City,2,1
8,NORWICH,Aston Villa,1,5
8,BURNLEY,Everton,1,0
8,WATFORD,SHEFFIELD UTD,0,0
8,West Ham,Crystal Palace,1,2
8,Man City,Wolverhampton,0,2
8,Arsenal,Bournemouth,1,0
8,Southampton,Chelsea,1,4
8,Newcastle,Man United,1,0
9,Everton,West Ham,2,0
9,Leicester City,BURNLEY,2,1
9,Bournemouth,NORWICH,0,0
9,Wolverhampton,Southampton,1,1
9,Aston Villa,Brighton Hove,2,1
9,Chelsea,Newcastle,1,0
9,Tottenham,WATFORD,1,1
9,Crystal Palace,Man City,0,2
9,Man United,Liverpool,1,1
9,SHEFFIELD UTD,Arsenal,1,0
10,Southampton,Leicester City,0,9
10,Man City,Aston Villa,3,0
10,West Ham,SHEFFIELD UTD,1,1
10,Brighton Hove,Everton,3,2
10,WATFORD,Bournemouth,0,0
10,BURNLEY,Chelsea,2,4
10,Newcastle,Wolverhampton,1,1
10,Liverpool,Tottenham,2,1
10,Arsenal,Crystal Palace,2,2
10,NORWICH,Man United,1,3
11,Bournemouth,Man United,1,0
11,Aston Villa,Liverpool,1,2
11,Man City,Southampton,2,1
11,Arsenal,Wolverhampton,1,1
11,SHEFFIELD UTD,BURNLEY,3,0
11,West Ham,Newcastle,2,3
11,Brighton Hove,NORWICH,2,0
11,WATFORD,Chelsea,1,2
11,Crystal Palace,Leicester City,0,2
11,Everton,Tottenham,1,1
12,NORWICH,WATFORD,0,2
12,Chelsea,Crystal Palace,2,0
12,Newcastle,Bournemouth,2,1
12,Tottenham,SHEFFIELD UTD,1,1
12,BURNLEY,West Ham,3,0
12,Southampton,Everton,1,2
12,Leicester City,Arsenal,2,0
12,Wolverhampton,Aston Villa,2,1
12,Man United,Brighton Hove,3,1
12,Liverpool,Man City,3,1
13,West Ham,Tottenham,2,3
13,Brighton Hove,Leicester City,0,2
13,WATFORD,BURNLEY,0,3
13,Bournemouth,Wolverhampton,1,2
13,Arsenal,Southampton,2,2
13,Everton,NORWICH,0,2
13,Crystal Palace,Liverpool,1,2
13,Man City,Chelsea,2,1
13,SHEFFIELD UTD,Man United,3,3
13,Aston Villa,Newcastle,2,0
14,Newcastle,Man City,2,2
14,Liverpool,Brighton Hove,2,1
14,Chelsea,West Ham,0,1
14,Tottenham,Bournemouth,3,2
14,BURNLEY,Crystal Palace,0,2
14,Southampton,WATFORD,2,1
14,Wolverhampton,SHEFFIELD UTD,1,1
14,NORWICH,Arsenal,2,2
14,Man United,Aston Villa,2,2
14,Leicester City,Everton,2,1
15,Crystal Palace,Bournemouth,1,0
15,BURNLEY,Man City,1,4
15,Wolverhampton,West Ham,2,0
15,Man United,Tottenham,2,1
15,Leicester City,WATFORD,2,0
15,Chelsea,Aston Villa,2,1
15,Southampton,NORWICH,2,1
15,Liverpool,Everton,5,2
